text,category
Credit Card Water Bill monthly payment in Hyderabad morning,Bills
Flat Rent recharge Hostel festival shopping,Rent
Local Market Shampoo monthly payment monthly weekend,Shopping
Nykaa USB Cable se mangaya using upi for hostel morning,Shopping
Pizza Hut Momos liya using cash,Food
Chole Bhature purchase Chaayos,Food
Society Security Deposit bharwaya in Delhi month end,Rent
Gaming monthly Netflix in Agra weekend,Entertainment
T Shirt paid for OnePlus Store,Shopping
Insurance Broadband today,Bills
Bus Ticket using MakeMyTrip using cash hostel life yesterday,Travel
Airtel Water Bill ka payment,Bills
Hostel Hostel Fee pe khaya using paytm in Jaipur night,Rent
Internet Bill booking BSNL evening,Bills
Toll Tax purchase Akasa in Bangalore,Travel
Gaming payment Netflix using upi in Bangalore,Entertainment
Biscuits this month College Canteen using gpay,Food
BSNL Insurance order kiya,Bills
Backpack at Croma,Shopping
Air India Metro Ticket book ki night,Travel
Wow Momo Vegetables mangaya in Hyderabad festival shopping month end,Food
BSNL Gas Bill pe gaya using credit card,Bills
Decathlon Lipstick mangaya for office weekend,Shopping
Biryani expense Barista using upi birthday,Food
Train Ticket using Goibibo using gpay in Hyderabad birthday afternoon,Travel
Jacket purchased Pantaloons weekend,Shopping
Faasos Shawarma liya in Agra,Food
Electricity Bill this month Electricity Board during trip,Bills
Coffee bill Restaurant,Food
Meesho Jeans ka payment in Lucknow month end,Shopping
Bus Ticket order Rapido evening,Travel
Taxi subscription MakeMyTrip using gpay late night yesterday,Travel
ICICI Recharge se mangaya using debit card in Hyderabad,Bills
Hostel Maintenance book ki using cash in Mumbai,Rent
SBI Water Bill ka payment,Bills
Wow Momo Pizza diya for college,Food
Chole Bhature monthly Blue Tokai using gpay in Delhi during trip,Food
Hostel Fee food Hostel evening weekend,Rent
Electricity Board Broadband Bill ka bill in Delhi with friends,Bills
Blinkit Poha pe gaya during vacation weekend,Food
SBI Electricity Bill se liya using phonepe in Hyderabad,Bills
Pantaloons Laptop pe gaya using phonepe hostel life afternoon,Shopping
ACT Fiber Recharge order kiya using phonepe for office today,Bills
Hostel Room Rent pe gaya morning,Rent
Credit Card Bill recharge Vi using debit card for family,Bills
Phone Charger purchase Nike using credit card,Shopping
RedBus Diesel liya in Noida,Travel
Credit Card Bill order Broadband using debit card,Bills
Pasta order Zepto,Food
Movie Ticket order PlayStation Store monthly,Entertainment
Internet Bill food Credit Card using paytm,Bills
Woodland Speaker book ki using credit card in Delhi,Shopping
Burger King Ice Cream diya using cash,Food
Electricity Bill weekly Excitel for hostel,Bills
Airtel Gas Bill pe khaya using upi,Bills
Lifestyle Phone Charger pe gaya using credit card,Shopping
Broadband Bill this month Gas Agency for college,Bills
IRCTC Petrol diya in Mumbai,Travel
Toll Tax subscription uberr using phonepe hostel life today,Travel
Room Rent booking Apartment morning,Rent
PG Hostel Fee pe khaya using paytm,Rent
Train Ticket expense MakeMyTrip for office,Travel
Electricity Bill via Airtel using phonepe daily expense,Bills
Rapido Bus Ticket monthly payment using upi in Pune,Travel
Monitor using Zara using phonepe hostel life,Shopping
Maintenance weekly Society using cash festival shopping,Rent
Phone Charger this week FireBoltt in Agra for office,Shopping
EMI bill ICICI,Bills
Jacket food Ajio afternoon,Shopping
Water Bill payment Credit Card using cash,Bills
JioCinema Arcade mangaya in Delhi festival shopping,Entertainment
Subscription bought PlayStation Store,Entertainment
ACT Fiber Gas Bill ka bill weekend,Bills
Subway Rajma Chawal order kiya,Food
Meesho T Shirt order kiya,Shopping
Flat House Rent book ki in Agra evening afternoon,Rent
USB Cable subscription Max Fashion in Jaipur weekend,Shopping
Notebook purchase Croma in Hyderabad afternoon,Shopping
Noise Notebook liya,Shopping
Airtel Internet Bill ke liye payment in Jaipur,Bills
Cold Coffee Spencer in Agra hostel life yesterday,Food
Subscription food Steam,Entertainment
Diesel order Petrol Pump afternoon,Travel
Vi Internet Bill kharida exam week afternoon,Bills
Netflix Premium Concert order kiya in Hyderabad,Entertainment
Laptop weekly Shopping Mall,Shopping
Gas Agency Water Bill ke liye payment using credit card,Bills
Petrol bought Air India in Lucknow for family today,Travel
Diesel yesterday Air India using debit card month end,Travel
Petrol monthly Parking in Lucknow,Travel
Watch payment Reebok in Bangalore,Shopping
Internet Bill subscription Airtel,Bills
Apartment Flat Rent ka bill in Delhi late night,Rent
Phone Cover purchased Shoppers Stop weekend night,Shopping
BookMyShow Movie Ticket diya,Entertainment
Lunch payment Dominos,Food
Jio Water Bill pe khaya using gpay after class,Bills
Society PG Rent mangaya using debit card for hostel,Rent
IPL Ticket expense Netflix using paytm daily expense,Entertainment
House Flat Rent order kiya using gpay for office afternoon,Rent
Face Wash from Reliance Digital exam week,Shopping
Roll Local Dhaba in Hyderabad month end,Food
JioMart Paratha book ki afternoon,Food
Watch this week Lifestyle in Mumbai for family today,Shopping
Vi Gas Bill diya,Bills
Bata Power Bank mangaya using paytm in Lucknow evening,Shopping
Toll Tax from RedBus using upi,Travel
Adidas Makeup Kit mangaya using phonepe in Hyderabad during trip morning,Shopping
Nykaa Fashion Earbuds bharwaya using upi,Shopping
netfix Movie Ticket recharge kiya,Entertainment
Snacks via College Canteen using debit card in Delhi weekend,Food
Flight Ticket booking IRCTC using paytm for family,Travel
JioCinema Movie Ticket liya in Mumbai yesterday,Entertainment
Petrol Pump Bus Ticket mangaya in Hyderabad festival shopping morning,Travel
Lassi paid for Bikanervala,Food
House Room Rent se mangaya during trip afternoon,Rent
Pav Bhaji food College Canteen,Food
Groceries monthly CCD,Food
Metro Taxi book ki using gpay,Travel
Pen payment Nykaa Fashion using cash in Noida weekend,Shopping
Broadband Bill purchased Water Department using phonepe after class month end,Bills
Petrol bill Uber in Agra,Travel
Metro Ticket bill Ola using upi,Travel
Broadband Bill expense ACT Fiber,Bills
Apple Store Jeans monthly payment using debit card,Shopping
Broadband Bill recharge BSNL using credit card,Bills
Amazon Gift bharwaya in Hyderabad during trip,Shopping
Perfume recharge Lifestyle in Agra,Shopping
Face Wash expense Adidas daily expense,Shopping
Movie Ticket purchased Epic Games using debit card during trip,Entertainment
Roll paid for swigy afternoon,Food
T Shirt monthly Ajio monthly,Shopping
House Rent shopping Society night,Rent
Idli at Local Dhaba in Noida,Food
Fastag Flight Ticket se liya using cash in Hyderabad,Travel
IPL Ticket purchased Epic Games using upi for college,Entertainment
Ice Cream shopping Cafe in Mumbai monthly,Food
T Shirt recharge Tata Cliq,Shopping
Credit Card Internet Bill ka payment night,Bills
Maintenance at House during vacation,Rent
Diesel via Parking using debit card in Mumbai,Travel
Rajma Chawal purchased Spencer using paytm in Lucknow after class,Food
Music monthly netflix using paytm in Delhi evening,Entertainment
Security Deposit subscription Room using cash,Rent
Flat Rent purchased Apartment in Lucknow evening,Rent
Roll today Swiggy afternoon,Food
Woodland Keyboard ka bill using cash today,Shopping
Broadband Recharge se liya,Bills
Akasa Bus Ticket liya in Lucknow exam week,Travel
Epic Games Cricket Match bhar diya weekend,Entertainment
House Rent purchase PG using paytm in Jaipur for family night,Rent
Flat Rent paid for Room using paytm in Mumbai,Rent
Hostel Flat Rent bharwaya using gpay today,Rent
Mouse purchased Flipkart for office,Shopping
Myntra Books diya using credit card in Bangalore morning,Shopping
Gift booking Tata Cliq in Agra weekend,Shopping
House Rent booking Apartment weekend,Rent
Woodland Gift mangaya during trip month end,Shopping
Local Market Lipstick ke liye payment using upi hostel life,Shopping
Petrol yesterday Ola using debit card,Travel
Chaayos Lassi ke liye payment monthly,Food
Internet Bill weekly Credit Card daily expense,Bills
Gaming expense Prime Video,Entertainment
Decathlon Books bhar diya using credit card urgent purchase,Shopping
Metro Shoes Monitor diya,Shopping
College Canteen Chole Bhature order kiya hostel life,Food
Room House Rent kharida late night,Rent
Poha yesterday Bikanervala in Bangalore weekend,Food
Xbox Movie ka bill in Delhi during vacation,Entertainment
OnePlus Store Backpack ke liye payment afternoon,Shopping
Insurance recharge Gas Agency in Pune,Bills
Flat Security Deposit pe gaya,Rent
Zomato Paneer ke liye payment afternoon,Food
Internet Bill bought Water Department in Agra,Bills
Broadband Electricity Bill book ki using phonepe after class,Bills
Movie Ticket food JioCinema,Entertainment
House Maintenance se mangaya,Rent
BookMyShow Arcade book ki using phonepe,Entertainment
Lipstick purchase Nike with friends,Shopping
Swiggy Chocolate ka payment,Food
Earbuds yesterday Puma,Shopping
Music subscription Spotify using paytm in Agra morning,Entertainment
Hostel Mess Idli diya for office,Food
Pasta payment EatFit for hostel,Food
HDFC Electricity Bill order kiya urgent purchase,Bills
Reebok Bottle pe gaya using upi in Noida late night,Shopping
Milk from Cafe using credit card in Delhi birthday,Food
Juice recharge Dmart festival shopping,Food
Spotify Subscription book ki using credit card evening,Entertainment
Pizza Hut Poha ka bill in Mumbai month end,Food
Groceries recharge SWIGGY using credit card in Hyderabad,Food
Mouse payment Zara evening,Shopping
Parking purchased SpiceJet,Travel
House Rent monthly Hostel using debit card in Bangalore,Rent
Recharge order Gas Agency in Lucknow birthday,Bills
Breakfast order Pizza Hut using upi late night morning,Food
Evening Snacks at KFC using paytm late night month end,Food
PG Rent purchased Hostel using phonepe today,Rent
Jacket payment Apple Store using paytm,Shopping
JioCinema Bowling se liya in Delhi after class,Entertainment
Blinkit Dal Rice se liya for hostel,Food
Excitel Electricity Bill diya using gpay in Pune,Bills
Books subscription OnePlus Store using cash morning,Shopping
Subway Lunch ka payment using cash,Food
BSNL Credit Card Bill kharida,Bills
ACT Fiber Gas Bill recharge kiya using cash in Bangalore,Bills
MakeMyTrip Taxi monthly payment,Travel
College Canteen Biryani bhar diya in Jaipur night,Food
Metro Toll Tax ke liye payment,Travel
PVR Movie liya,Entertainment
Burger King Chole Bhature se mangaya using paytm,Food
Milk payment Chaayos,Food
Cricket Match paid for Steam using debit card in Delhi afternoon,Entertainment
HDFC EMI pe khaya using credit card for college,Bills
Shawarma Star Bazaar using cash morning weekend,Food
SBI Credit Card Bill liya in Hyderabad yesterday,Bills
Coffee expense Oven Story using paytm in Agra,Food
Momos payment BigBasket using credit card,Food
Dosa order EatFit using credit card in Noida late night evening,Food
Barista Groceries se mangaya using phonepe in Jaipur,Food
Chole Bhature yesterday Star Bazaar using upi evening,Food
Vi EMI kharida using debit card hostel life,Bills
Security Deposit at House during trip,Rent
Petrol Pump Train Ticket bhar diya in Lucknow evening,Travel
Maintenance expense House using phonepe,Rent
House Flat Rent recharge kiya afternoon,Rent
Shopping Mall Shampoo ke liye payment using paytm in Jaipur,Shopping
Monitor this week Apple Store in Jaipur with friends afternoon,Shopping
Apartment Room Rent mangaya using cash,Rent
PG PG Rent ke liye payment in Lucknow,Rent
Spotify Concert diya using paytm in Delhi,Entertainment
Dominos Eggs mangaya using paytm for college evening,Food
Hostel Mess Chocolate diya using credit card,Food
Noodles purchased Mess in Delhi morning,Food
Water Department EMI se mangaya,Bills
Airtel Electricity Bill ka bill for family,Bills
Fastag Recharge today Goibibo using debit card during vacation,Travel
Bowling bill Prime Video using paytm hostel life afternoon,Entertainment
Recharge payment Vi in Mumbai for office evening,Bills
Shampoo order Noise in Delhi evening,Shopping
Ice Cream this week Swiggy in Jaipur for family afternoon,Food
McDonalds Breakfast pe gaya using upi in Mumbai,Food
Phone Charger via Tata Cliq in Mumbai night,Shopping
Spotify Bowling bhar diya using gpay in Jaipur with friends,Entertainment
Oven Story Eggs pe khaya weekend,Food
Phone Cover monthly Boat,Shopping
House PG Rent ka payment in Lucknow,Rent
BookMyShow Gaming book ki for hostel weekend,Entertainment
Internet Bill recharge Excitel,Bills
Flight Ticket yesterday Yatra,Travel
Petrol MakeMyTrip using credit card monthly,Travel
Credit Card Bill via Vi,Bills
Phone Charger yesterday Bata month end,Shopping
Shawarma yesterday Pizza Hut,Food
Cab via Fastag using phonepe,Travel
Pen paid for Reebok in Jaipur for hostel morning,Shopping
Flight Ticket at Yatra in Jaipur,Travel
Theobroma Biscuits ka bill using gpay evening,Food
Credit Card EMI bharwaya in Agra weekend,Bills
Zepto Coffee book ki with friends,Food
Blue Tokai Coffee pe gaya using credit card,Food
Dal Rice purchase Subway evening,Food
Dominos Bread order kiya in Lucknow exam week,Food
Metro Auto ka payment using debit card for hostel,Travel
Max Fashion Tempered Glass pe khaya using cash for family,Shopping
AbhiBus Auto mangaya in Pune,Travel
Metro Ticket paid for Ola in Bangalore weekend,Travel
PG Maintenance ka payment in Agra with friends,Rent
Shopping Mall Backpack se mangaya using debit card festival shopping today,Shopping
Watch this week Samsung Store using gpay,Shopping
Chaayos Roll ka bill during trip,Food
ICICI Gas Bill ka payment using cash in Pune,Bills
FireBoltt Makeup Kit pe khaya using debit card evening,Shopping
Metro Shoes Kurti kharida using paytm birthday,Shopping
Flat Rent expense Apartment for family,Rent
Watch bought Nike using upi,Shopping
Lunch weekly Pizza Hut in Jaipur for hostel,Food
Jio Insurance se mangaya,Bills
Credit Card Bill BSNL evening morning,Bills
JioCinema Cricket Match bharwaya morning,Entertainment
Music purchase JioCinema using credit card in Mumbai,Entertainment
House Maintenance mangaya using gpay,Rent
Bread from Oven Story using debit card month end,Food
Amazon Power Bank ka payment,Shopping
Faasos Bread recharge kiya late night night,Food
Spotify Music recharge kiya in Noida for family,Entertainment
Starbucks Chocolate pe gaya in Noida,Food
Metro Ticket recharge Fastag,Travel
Samsung Store Wallet monthly payment in Jaipur,Shopping
Shopping Mall Earbuds bharwaya,Shopping
